OBJECTID,FREQUENCY,statefp20,countyfp20,tractce20,blockce20,tip_id,geoid_20,geoid,Shape_Length,lengthbyfreq,area_fraction
1680,2,25,17,333300,3002,610662,2.50173E+14,250173333003002!!,495.59865,247.799325,0.2555223
1681,2,25,17,333300,3003,610662,2.50173E+14,250173333003003!!,292.0720896,146.0360448,0.456773799
1682,2,25,17,333300,3005,610662,2.50173E+14,250173333003005!!,209.3814263,104.6907132,0.047634853
1683,2,25,17,333300,3015,610662,2.50173E+14,250173333003015!!,12.33459798,6.16729899,0.009655628
1684,2,25,17,333400,4006,610662,2.50173E+14,250173334004006!!,141.1169168,70.55845841,0.161569947
1685,2,25,17,333400,4007,610662,2.50173E+14,250173334004007!!,369.9639964,184.9819982,0.613700937
1686,2,25,17,333400,4008,610662,2.50173E+14,250173334004008!!,980.6960801,490.34804,0.688197606
1687,2,25,17,333400,4009,610662,2.50173E+14,250173334004009!!,720.79695,360.398475,0.485248966
1688,2,25,17,333501,2020,610662,2.50173E+14,250173335012020!!,689.1759224,344.5879612,0.206479949
1689,2,25,17,333501,2022,610662,2.50173E+14,250173335012022!!,17.88387057,8.941935287,0.006023694
1690,2,25,17,333502,1004,610662,2.50173E+14,250173335021004!!,1251.623687,625.8118433,0.325258063
1691,2,25,17,333502,1005,610662,2.50173E+14,250173335021005!!,426.2595998,213.1297999,0.999961421
1692,2,25,17,333502,1006,610662,2.50173E+14,250173335021006!!,902.8571746,451.4285873,1
1693,2,25,17,333502,1007,610662,2.50173E+14,250173335021007!!,1054.28968,527.1448399,1
1694,2,25,17,333502,1008,610662,2.50173E+14,250173335021008!!,136.8523381,68.42616907,0.99932674
1695,2,25,17,333502,1009,610662,2.50173E+14,250173335021009!!,924.8565171,462.4282585,1
1696,2,25,17,333502,1010,610662,2.50173E+14,250173335021010!!,774.0833542,387.0416771,0.999971979
1697,2,25,17,333502,1011,610662,2.50173E+14,250173335021011!!,745.7398871,372.8699436,1
1698,2,25,17,333502,2000,610662,2.50173E+14,250173335022000!!,78.05488089,39.02744044,0.011294884
1699,2,25,17,333502,2004,610662,2.50173E+14,250173335022004!!,1994.600534,997.300267,0.210850854
1700,2,25,17,333502,2005,610662,2.50173E+14,250173335022005!!,503.3077379,251.6538689,0.532430646
1701,2,25,17,333502,2006,610662,2.50173E+14,250173335022006!!,440.0395391,220.0197696,0.643850209
1702,2,25,17,333502,2007,610662,2.50173E+14,250173335022007!!,366.5062835,183.2531418,0.999821106
1703,2,25,17,333502,2008,610662,2.50173E+14,250173335022008!!,292.7165479,146.358274,1
1704,2,25,17,333502,2009,610662,2.50173E+14,250173335022009!!,823.6068252,411.8034126,1
1705,2,25,17,333502,2010,610662,2.50173E+14,250173335022010!!,2038.452763,1019.226382,0.67548645
1706,2,25,17,333502,2011,610662,2.50173E+14,250173335022011!!,640.4132807,320.2066403,1
1707,2,25,17,333502,2012,610662,2.50173E+14,250173335022012!!,277.221498,138.610749,0.429082654
1708,2,25,17,333502,2013,610662,2.50173E+14,250173335022013!!,766.0743158,383.0371579,1
1709,2,25,17,333502,2014,610662,2.50173E+14,250173335022014!!,561.4570593,280.7285297,0.998783526
1710,2,25,17,333502,2015,610662,2.50173E+14,250173335022015!!,1212.460148,606.2300739,0.9812148
1711,2,25,17,333602,3000,608051,2.50173E+14,250173336023000!!,2324.450895,1162.225447,0.282015214
1712,2,25,17,333602,3005,608051,2.50173E+14,250173336023005!!,174.5312686,87.26563432,0.325973998
1713,2,25,17,333602,3012,608051,2.50173E+14,250173336023012!!,452.0686894,226.0343447,0.347688771
1714,2,25,17,333602,3013,608051,2.50173E+14,250173336023013!!,442.2266883,221.1133441,1
1715,2,25,17,333602,3014,608051,2.50173E+14,250173336023014!!,1833.822096,916.9110479,0.989797779
1716,2,25,17,333602,3015,608051,2.50173E+14,250173336023015!!,1095.342132,547.6710662,0.794332087
1717,2,25,17,333602,3017,608051,2.50173E+14,250173336023017!!,508.6869227,254.3434613,0.377635662
1718,2,25,17,333602,4000,608051,2.50173E+14,250173336024000!!,889.8848382,444.9424191,0.282791274
1719,2,25,17,333602,4001,608051,2.50173E+14,250173336024001!!,207.4444381,103.7222191,0.996394654
1720,2,25,17,333602,4002,608051,2.50173E+14,250173336024002!!,474.6043262,237.3021631,0.839578342
1721,2,25,17,333602,4003,608051,2.50173E+14,250173336024003!!,111.1952051,55.59760257,0.028558119
1722,2,25,17,335100,2000,610545,2.50173E+14,250173351002000!!,938.6871473,469.3435736,0.794237747
1723,2,25,17,335100,2001,610545,2.50173E+14,250173351002001!!,791.3011182,395.6505591,0.999668196
1724,2,25,17,335100,2002,610545,2.50173E+14,250173351002002!!,1572.859904,786.4299518,1
1725,2,25,17,335100,2003,610545,2.50173E+14,250173351002003!!,714.9107857,357.4553929,1
1726,2,25,17,335100,2004,610545,2.50173E+14,250173351002004!!,394.6947807,197.3473904,0.995363447
1727,2,25,17,335100,2005,610545,2.50173E+14,250173351002005!!,707.9586155,353.9793077,1
1728,2,25,17,335100,2006,610545,2.50173E+14,250173351002006!!,198.0896567,99.04482833,1
1729,2,25,17,335100,2007,610545,2.50173E+14,250173351002007!!,260.7630876,130.3815438,0.984490471
1730,2,25,17,335100,2008,610545,2.50173E+14,250173351002008!!,404.2774496,202.1387248,0.995942855
1731,2,25,17,335100,3000,610545,2.50173E+14,250173351003000!!,775.9059907,387.9529953,0.236183749
1732,2,25,17,335100,3010,610545,2.50173E+14,250173351003010!!,8.960912685,4.480456343,0.013272621
1733,2,25,17,335100,3011,610545,2.50173E+14,250173351003011!!,443.5235893,221.7617946,0.485221946
1734,2,25,17,335100,3012,610545,2.50173E+14,250173351003012!!,44.85718629,22.42859315,0.077174205
1735,2,25,17,335100,3013,610545,2.50173E+14,250173351003013!!,645.3182613,322.6591307,0.598820711
1736,2,25,17,335100,3014,610545,2.50173E+14,250173351003014!!,995.9512973,497.9756487,1
1737,2,25,17,335100,3015,610545,2.50173E+14,250173351003015!!,915.1430922,457.5715461,0.994972213
1738,2,25,17,335100,4004,610545,2.50173E+14,250173351004004!!,34.55756439,17.2787822,0.066403686
1739,2,25,17,335100,4005,610545,2.50173E+14,250173351004005!!,508.3569953,254.1784977,0.565879524
1740,2,25,17,335100,4006,610545,2.50173E+14,250173351004006!!,950.0824395,475.0412198,0.933300459
1741,2,25,17,335100,4007,610545,2.50173E+14,250173351004007!!,558.8052101,279.4026051,0.996780866
1742,2,25,17,335100,4008,610545,2.50173E+14,250173351004008!!,678.6168687,339.3084343,1
1743,2,25,17,335100,4009,610545,2.50173E+14,250173351004009!!,310.3790838,155.1895419,0.998083043
1744,2,25,17,335100,4010,610545,2.50173E+14,250173351004010!!,1282.83436,641.4171802,1
1745,2,25,17,335100,5000,610545,2.50173E+14,250173351005000!!,685.4147677,342.7073838,0.992417825
1746,2,25,17,335100,5001,610545,2.50173E+14,250173351005001!!,1146.741417,573.3707087,1
1747,2,25,17,335100,5002,610545,2.50173E+14,250173351005002!!,547.3220446,273.6610223,0.998284162
1748,2,25,17,335100,5003,610545,2.50173E+14,250173351005003!!,908.2960954,454.1480477,0.998728969
1749,2,25,17,335100,5004,610545,2.50173E+14,250173351005004!!,1151.303565,575.6517827,0.998766761
1750,2,25,17,335100,5005,610545,2.50173E+14,250173351005005!!,1086.752539,543.3762697,1
1751,2,25,17,335100,6000,610545,2.50173E+14,250173351006000!!,817.4805064,408.7402532,1
1752,2,25,17,335100,6001,610545,2.50173E+14,250173351006001!!,829.2018619,414.6009309,0.995210876
1753,2,25,17,335100,6002,610545,2.50173E+14,250173351006002!!,1517.3411,758.6705501,1
1754,2,25,17,335100,6003,610545,2.50173E+14,250173351006003!!,559.9228752,279.9614376,1
1755,2,25,17,335100,6004,610545,2.50173E+14,250173351006004!!,1012.709941,506.3549707,0.978058339
1756,2,25,17,335100,6005,610545,2.50173E+14,250173351006005!!,508.0590202,254.0295101,1
1757,2,25,17,335100,6006,610545,2.50173E+14,250173351006006!!,520.2539127,260.1269564,1
1758,2,25,17,335100,6007,610545,2.50173E+14,250173351006007!!,339.2513139,169.6256569,1
1759,2,25,17,335100,6008,610545,2.50173E+14,250173351006008!!,194.058571,97.02928552,1
1760,2,25,17,335100,6009,610545,2.50173E+14,250173351006009!!,562.0314736,281.0157368,0.998518352
1761,2,25,17,335100,6010,610545,2.50173E+14,250173351006010!!,1456.700287,728.3501433,0.994181497
1762,2,25,17,335100,6011,610545,2.50173E+14,250173351006011!!,824.1909403,412.0954701,1
1763,2,25,17,335100,6012,610545,2.50173E+14,250173351006012!!,373.3683147,186.6841574,0.999969113
1764,2,25,17,335100,6013,610545,2.50173E+14,250173351006013!!,178.9323036,89.46615182,0.996946056
1765,2,25,17,335100,6014,610545,2.50173E+14,250173351006014!!,294.3587744,147.1793872,1
1766,2,25,17,335100,6015,610545,2.50173E+14,250173351006015!!,254.1338166,127.0669083,0.981787347
1767,2,25,17,335100,6016,610545,2.50173E+14,250173351006016!!,1001.999477,500.9997385,0.995418688
1768,2,25,17,335100,6017,610545,2.50173E+14,250173351006017!!,933.0182162,466.5091081,1
1769,2,25,17,335100,6018,610545,2.50173E+14,250173351006018!!,672.7015968,336.3507984,0.993112452
1770,2,25,17,335100,6019,610545,2.50173E+14,250173351006019!!,472.5918014,236.2959007,1
1771,2,25,17,335100,6020,610545,2.50173E+14,250173351006020!!,924.3464709,462.1732354,1
1772,2,25,17,335100,6021,610545,2.50173E+14,250173351006021!!,915.3502609,457.6751305,0.982184403
1773,2,25,17,335100,6022,610545,2.50173E+14,250173351006022!!,194.6038736,97.30193679,1
1774,2,25,17,335100,6023,610545,2.50173E+14,250173351006023!!,654.4453388,327.2226694,0.995215128
1775,2,25,17,335100,6024,610545,2.50173E+14,250173351006024!!,198.9099333,99.45496667,1
1776,2,25,17,335100,7020,610545,2.50173E+14,250173351007020!!,2126.179178,1063.089589,0.42763812
1777,2,25,17,335100,7025,610545,2.50173E+14,250173351007025!!,6.582909171,3.291454585,0.014071966
1778,2,25,17,335100,7032,610545,2.50173E+14,250173351007032!!,321.0085393,160.5042696,0.420307379
1779,2,25,17,335200,1008,610545,2.50173E+14,250173352001008!!,305.6861425,152.8430713,0.307023375
1780,2,25,17,335200,1009,610545,2.50173E+14,250173352001009!!,461.2171881,230.6085941,0.795579533
1781,2,25,17,335200,1012,610545,2.50173E+14,250173352001012!!,563.3028441,281.651422,0.54786043
1782,2,25,17,335200,2000,610545,2.50173E+14,250173352002000!!,358.2306743,179.1153371,1
1783,2,25,17,335200,2001,610545,2.50173E+14,250173352002001!!,878.4082555,439.2041277,1
1784,2,25,17,335200,2002,610545,2.50173E+14,250173352002002!!,916.6567838,458.3283919,0.675229569
1785,1,25,17,335200,2003,610545,2.50173E+14,250173352002003!!,12.8508726,12.8508726,0.083413806
1786,2,25,17,335200,2004,610545,2.50173E+14,250173352002004!!,975.2155518,487.6077759,0.343894067
1787,2,25,17,335200,2006,610545,2.50173E+14,250173352002006!!,512.2532782,256.1266391,0.949801378
1788,2,25,17,335200,2007,610545,2.50173E+14,250173352002007!!,476.6980548,238.3490274,1
1789,2,25,17,335200,2008,610545,2.50173E+14,250173352002008!!,794.1670674,397.0835337,1
1790,2,25,17,335200,4000,610545,2.50173E+14,250173352004000!!,450.4040811,225.2020406,0.989672003
1791,2,25,17,335200,4001,610545,2.50173E+14,250173352004001!!,537.9995927,268.9997964,1
1792,2,25,17,335200,4002,610545,2.50173E+14,250173352004002!!,2174.76652,1087.38326,1
1793,2,25,17,335200,4003,610545,2.50173E+14,250173352004003!!,1236.326445,618.1632223,0.99587864
1794,2,25,17,335200,4004,610545,2.50173E+14,250173352004004!!,764.9354779,382.4677389,0.999000637
1795,2,25,17,335200,4005,610545,2.50173E+14,250173352004005!!,2345.481104,1172.740552,0.426220781
1796,2,25,17,335200,4006,610545,2.50173E+14,250173352004006!!,633.6144475,316.8072238,0.621261237
1797,2,25,17,335200,4007,610545,2.50173E+14,250173352004007!!,155.3756825,77.68784125,0.965342669
1798,2,25,17,335200,4011,610545,2.50173E+14,250173352004011!!,117.518186,58.759093,0.284873306
1799,2,25,17,335200,4012,610545,2.50173E+14,250173352004012!!,130.9738388,65.48691942,0.525446242
1800,2,25,17,335200,5000,610545,2.50173E+14,250173352005000!!,181.0533066,90.52665331,1
1801,2,25,17,335200,5001,610545,2.50173E+14,250173352005001!!,404.7535799,202.3767899,1
1802,2,25,17,335200,5002,610545,2.50173E+14,250173352005002!!,708.1472653,354.0736327,1
1803,2,25,17,335200,5003,610545,2.50173E+14,250173352005003!!,471.1910861,235.5955431,0.971565226
1804,2,25,17,335200,5004,610545,2.50173E+14,250173352005004!!,460.9224549,230.4612275,1
1805,2,25,17,335200,5005,610545,2.50173E+14,250173352005005!!,1755.118298,877.5591488,0.826271347
1806,2,25,17,335200,5006,610545,2.50173E+14,250173352005006!!,80.33187493,40.16593746,0.303854052
1807,2,25,17,335200,5008,610545,2.50173E+14,250173352005008!!,6.602236556,3.301118278,0.006306182
1808,2,25,17,335200,5011,610545,2.50173E+14,250173352005011!!,992.6116318,496.3058159,0.997959292
1809,2,25,17,335200,5012,610545,2.50173E+14,250173352005012!!,433.5611818,216.7805909,0.995333672
1810,2,25,17,335200,5013,610545,2.50173E+14,250173352005013!!,1206.580143,603.2900713,0.997127388
1811,2,25,17,335200,5014,610545,2.50173E+14,250173352005014!!,406.3136719,203.1568359,0.998797297
1812,2,25,17,335200,5015,610545,2.50173E+14,250173352005015!!,1365.498903,682.7494517,0.856090594
1813,2,25,17,335200,5016,610545,2.50173E+14,250173352005016!!,137.0044166,68.50220828,0.084527273
1814,2,25,17,335200,5017,610545,2.50173E+14,250173352005017!!,137.8162366,68.90811831,0.174917106
1815,2,25,17,335200,5021,610545,2.50173E+14,250173352005021!!,77.23317804,38.61658902,0.060270646
1816,2,25,17,335200,5027,610545,2.50173E+14,250173352005027!!,847.4027896,423.7013948,0.73911999
1817,2,25,17,335200,5028,610545,2.50173E+14,250173352005028!!,761.3316404,380.6658202,0.999772033
1818,2,25,17,335301,1004,610545,2.50173E+14,250173353011004!!,2338.235247,1169.117624,0.244942434
1819,2,25,17,335301,1005,610545,2.50173E+14,250173353011005!!,111.9953483,55.99767415,0.269254709
1820,2,25,17,335301,1006,610545,2.50173E+14,250173353011006!!,499.0296701,249.514835,0.997443127
1821,2,25,17,335301,1007,610545,2.50173E+14,250173353011007!!,492.7211411,246.3605706,1
1822,2,25,17,335301,1008,610545,2.50173E+14,250173353011008!!,1474.69011,737.3450551,0.240342584
1823,2,25,17,335301,1009,610545,2.50173E+14,250173353011009!!,558.5987073,279.2993537,0.842074972
1824,2,25,17,335301,1010,610545,2.50173E+14,250173353011010!!,279.4561909,139.7280955,0.975811409
1825,2,25,17,335301,1012,610545,2.50173E+14,250173353011012!!,651.3687738,325.6843869,1
1826,2,25,17,335301,1013,610545,2.50173E+14,250173353011013!!,1114.877197,557.4385984,0.567100689
1827,2,25,17,335301,1014,610545,2.50173E+14,250173353011014!!,339.0050498,169.5025249,0.097330677
1828,2,25,17,335301,2000,610545,2.50173E+14,250173353012000!!,924.3719259,462.1859629,0.415285152
1829,2,25,17,335301,2001,610545,2.50173E+14,250173353012001!!,668.7909593,334.3954796,1
1830,2,25,17,335301,2002,610545,2.50173E+14,250173353012002!!,150.2393105,75.11965525,0.728010294
1831,2,25,17,335301,2003,610545,2.50173E+14,250173353012003!!,313.8701337,156.9350668,1
1832,2,25,17,335301,2004,610545,2.50173E+14,250173353012004!!,529.8461759,264.923088,0.99940515
1833,2,25,17,335301,2005,610545,2.50173E+14,250173353012005!!,328.7926016,164.3963008,0.988830463
1834,2,25,17,335301,2006,610545,2.50173E+14,250173353012006!!,428.632922,214.316461,0.182145318
1835,2,25,17,335301,2007,610545,2.50173E+14,250173353012007!!,858.7791597,429.3895798,1
1836,2,25,17,335301,2008,610545,2.50173E+14,250173353012008!!,461.815102,230.907551,0.814588393
1837,2,25,17,335301,2009,610545,2.50173E+14,250173353012009!!,1155.937519,577.9687595,1
1838,2,25,17,335301,2010,610545,2.50173E+14,250173353012010!!,402.6446405,201.3223202,0.988725745
1839,2,25,17,335301,2011,610545,2.50173E+14,250173353012011!!,1310.862063,655.4310314,0.9961439
1840,2,25,17,335301,2012,610545,2.50173E+14,250173353012012!!,1374.385058,687.192529,1
1841,2,25,17,335301,2013,610545,2.50173E+14,250173353012013!!,171.1327178,85.5663589,1
1842,2,25,17,335301,2014,610545,2.50173E+14,250173353012014!!,1064.12433,532.0621652,0.986466762
1843,2,25,17,335301,2015,610545,2.50173E+14,250173353012015!!,561.3323984,280.6661992,1
1844,2,25,17,335301,3000,610545,2.50173E+14,250173353013000!!,937.9697322,468.9848661,1
1845,2,25,17,335301,3001,610545,2.50173E+14,250173353013001!!,177.7612619,88.88063094,1
1846,2,25,17,335301,3002,610545,2.50173E+14,250173353013002!!,681.7520941,340.8760471,0.994926217
1847,2,25,17,335301,3003,610545,2.50173E+14,250173353013003!!,819.3366241,409.6683121,1
1848,2,25,17,335301,3004,610545,2.50173E+14,250173353013004!!,855.8629453,427.9314726,0.985724374
1849,2,25,17,335301,3005,610545,2.50173E+14,250173353013005!!,441.3161458,220.6580729,1
1850,2,25,17,335301,3006,610545,2.50173E+14,250173353013006!!,1368.226739,684.1133695,0.997498098
1851,2,25,17,335302,2000,610545,2.50173E+14,250173353022000!!,1255.846747,627.9233737,0.465746766
1852,2,25,17,335302,2006,610545,2.50173E+14,250173353022006!!,1849.196437,924.5982184,0.605253578
1853,2,25,17,335302,2007,610545,2.50173E+14,250173353022007!!,309.0193919,154.509696,1
1854,2,25,17,335302,2008,610545,2.50173E+14,250173353022008!!,154.4359875,77.21799373,0.26971512
1855,2,25,17,335302,2009,610545,2.50173E+14,250173353022009!!,223.9084778,111.9542389,0.465257421
1856,2,25,17,335302,2010,610545,2.50173E+14,250173353022010!!,1308.655435,654.3277174,0.549380474
1857,2,25,17,335302,2011,610545,2.50173E+14,250173353022011!!,148.004465,74.00223251,0.847049886
1858,2,25,17,335302,2012,610545,2.50173E+14,250173353022012!!,1727.915313,863.9576563,1
1859,2,25,17,335302,4006,610545,2.50173E+14,250173353024006!!,19.29503757,9.647518786,0.005460767
1860,2,25,17,335302,4012,610545,2.50173E+14,250173353024012!!,753.85636,376.92818,0.095753235
1861,2,25,17,335302,4014,610545,2.50173E+14,250173353024014!!,301.7695653,150.8847827,0.133223403
1862,2,25,17,342401,1007,609257,2.50173E+14,250173424011007!!,90.2988512,45.1494256,0.12246105
1863,2,25,17,342401,1009,609257,2.50173E+14,250173424011009!!,67.19800469,33.59900235,0.071699186
1864,2,25,17,342401,1010,609257,2.50173E+14,250173424011010!!,393.8754388,196.9377194,0.792619166
1865,2,25,17,342401,2008,609257,2.50173E+14,250173424012008!!,97.62387421,48.81193711,0.189170286
1866,2,25,17,342401,2009,609257,2.50173E+14,250173424012009!!,984.9955557,492.4977779,0.860152234
1867,2,25,17,342401,2012,609257,2.50173E+14,250173424012012!!,149.4954587,74.74772935,0.116762698
1868,2,25,17,342401,2013,609257,2.50173E+14,250173424012013!!,375.7674977,187.8837489,0.601585739
1869,2,25,17,342401,2014,609257,2.50173E+14,250173424012014!!,51.77706063,25.88853031,0.181565874
1870,2,25,17,342402,1000,609257,2.50173E+14,250173424021000!!,621.126285,310.5631425,0.999999769
1871,2,25,17,342402,1001,609257,2.50173E+14,250173424021001!!,780.7435015,390.3717507,1
1872,2,25,17,342402,1002,609257,2.50173E+14,250173424021002!!,1620.818575,810.4092873,0.570776021
1873,2,25,17,342402,1003,609257,2.50173E+14,250173424021003!!,154.731201,77.36560049,0.997769937
1874,2,25,17,342402,1004,609257,2.50173E+14,250173424021004!!,302.3439409,151.1719705,1
1875,2,25,17,342402,1005,609257,2.50173E+14,250173424021005!!,295.8303057,147.9151528,1
1876,2,25,17,342402,1006,609257,2.50173E+14,250173424021006!!,266.9914638,133.4957319,0.990844528
1877,2,25,17,342402,1007,609257,2.50173E+14,250173424021007!!,621.5531989,310.7765995,1
1878,2,25,17,342402,1008,609257,2.50173E+14,250173424021008!!,1257.484773,628.7423866,1
1879,2,25,17,342402,1014,609257,2.50173E+14,250173424021014!!,1394.739309,697.3696546,0.998771789
1880,2,25,17,342402,1015,609257,2.50173E+14,250173424021015!!,483.8880195,241.9440097,0.999937758
1881,2,25,17,342402,1016,609257,2.50173E+14,250173424021016!!,970.407831,485.2039155,0.981236269
1882,2,25,17,342402,1017,609257,2.50173E+14,250173424021017!!,1045.775839,522.8879195,1
1883,2,25,17,342402,1018,609257,2.50173E+14,250173424021018!!,423.0218451,211.5109225,0.999672599
1884,2,25,17,342402,3008,609257,2.50173E+14,250173424023008!!,59.29483148,29.64741574,0.050565833
1885,2,25,17,342402,3011,609257,2.50173E+14,250173424023011!!,30.30413369,15.15206684,0.024790556
1886,2,25,17,342402,3012,609257,2.50173E+14,250173424023012!!,23.75682597,11.87841299,0.209248215
1887,2,25,17,342402,3014,609257,2.50173E+14,250173424023014!!,118.652402,59.32620098,1
1888,2,25,17,342402,3015,609257,2.50173E+14,250173424023015!!,233.970018,116.985009,0.999699797
1889,2,25,17,342402,3019,609257,2.50173E+14,250173424023019!!,39.1906832,19.5953416,0.096521769
1890,2,25,17,342402,4000,609257,2.50173E+14,250173424024000!!,103.7607996,51.88039979,0.984569383
1891,2,25,17,342402,4001,609257,2.50173E+14,250173424024001!!,932.6658337,466.3329169,0.999895149
1892,2,25,17,342402,4002,609257,2.50173E+14,250173424024002!!,905.4015717,452.7007858,0.998163226
1893,2,25,17,342402,4003,609257,2.50173E+14,250173424024003!!,2326.893121,1163.446561,0.561964967
1894,2,25,17,342402,4004,609257,2.50173E+14,250173424024004!!,1512.736574,756.368287,0.840531405
1895,2,25,17,342402,4005,609257,2.50173E+14,250173424024005!!,136.9991873,68.49959366,1
1896,2,25,17,342501,2011,609257,2.50173E+14,250173425012011!!,41.23441543,20.61720771,0.041585324
1897,2,25,17,342501,2018,609257,2.50173E+14,250173425012018!!,0.025219835,0.012609918,7.94E-05
1898,2,25,17,342501,2019,609257,2.50173E+14,250173425012019!!,30.47262781,15.2363139,0.043714562
1899,2,25,17,350106,1001,606226,2.50174E+14,250173501061001!!,1899.716641,949.8583204,0.360221286
1900,2,25,17,350106,1004,606226,2.50174E+14,250173501061004!!,1774.167043,887.0835213,0.825870675
1901,2,25,17,350106,1008,606226,2.50174E+14,250173501061008!!,329.1540187,164.5770093,0.034634021
1902,2,25,17,350106,1018,606226,2.50174E+14,250173501061018!!,848.5069164,424.2534582,1
1903,2,25,17,350106,1019,606226,2.50174E+14,250173501061019!!,405.0271449,202.5135725,0.250346766
1904,2,25,17,350106,1021,606226,2.50174E+14,250173501061021!!,90.77659849,45.38829925,1
1905,2,25,17,350107,1000,606226,2.50174E+14,250173501071000!!,43.71240729,21.85620364,0.018570034
1906,2,25,17,350107,1001,606226,2.50174E+14,250173501071001!!,1361.656723,680.8283614,0.188784689
1907,2,25,17,350107,1003,606226,2.50174E+14,250173501071003!!,497.2887689,248.6443845,0.655857762
1908,2,25,17,350107,1006,606226,2.50174E+14,250173501071006!!,310.4197356,155.2098678,0.998780165
1909,2,25,17,350107,1014,607981,2.50174E+14,250173501071014!!,187.7168055,93.85840275,0.235483149
1910,2,25,17,350107,1015,607981,2.50174E+14,250173501071015!!,352.1380535,176.0690268,0.452359196
1911,2,25,17,350107,1016,607981,2.50174E+14,250173501071016!!,16.98216125,8.491080623,0.043681112
1912,2,25,17,350107,1018,606226,2.50174E+14,250173501071018!!,42.5801212,21.2900606,0.172352874
1913,2,25,17,350107,1019,606226,2.50174E+14,250173501071019!!,265.8116306,132.9058153,0.710508422
1914,2,25,17,350107,1020,606226,2.50174E+14,250173501071020!!,93.61820187,46.80910094,0.872478585
1915,2,25,17,350107,1021,606226,2.50174E+14,250173501071021!!,36.22986034,18.11493017,0.164253267
1916,2,25,17,350107,1022,606226,2.50174E+14,250173501071022!!,172.7835852,86.39179262,0.323532032
1917,2,25,17,350109,1016,607981,2.50174E+14,250173501091016!!,212.5432875,106.2716438,0.204115914
1918,2,25,17,350109,1017,607981,2.50174E+14,250173501091017!!,158.7125678,79.35628392,0.156221047
1919,2,25,17,350109,1024,607981,2.50174E+14,250173501091024!!,223.0339147,111.5169573,0.489927937
1920,2,25,17,350201,1000,607981,2.50174E+14,250173502011000!!,81.93453999,40.96727,1
1921,2,25,17,350201,1001,607981,2.50174E+14,250173502011001!!,625.8371132,312.9185566,1
1922,2,25,17,350201,1002,607981,2.50174E+14,250173502011002!!,315.466202,157.733101,1
1923,2,25,17,350201,1003,607981,2.50174E+14,250173502011003!!,475.5911355,237.7955677,1
1924,2,25,17,350201,1004,607981,2.50174E+14,250173502011004!!,308.3455501,154.1727751,0.999938798
1925,2,25,17,350201,1005,607981,2.50174E+14,250173502011005!!,242.852299,121.4261495,1
1926,2,25,17,350201,1006,607981,2.50174E+14,250173502011006!!,342.9258674,171.4629337,1
1927,2,25,17,350201,1007,607981,2.50174E+14,250173502011007!!,444.1884364,222.0942182,0.995856285
1928,2,25,17,350201,1008,607981,2.50174E+14,250173502011008!!,943.3227683,471.6613841,1
1929,2,25,17,350201,2000,607981,2.50174E+14,250173502012000!!,355.0263135,177.5131568,0.37356994
1930,2,25,17,350201,2001,607981,2.50174E+14,250173502012001!!,5.975095893,2.987547946,0.008059758
1931,2,25,17,350201,2002,607981,2.50174E+14,250173502012002!!,181.1092707,90.55463533,0.397834495
1932,2,25,17,350201,2003,607981,2.50174E+14,250173502012003!!,393.7612637,196.8806318,1
1933,2,25,17,350201,2004,607981,2.50174E+14,250173502012004!!,598.2013754,299.1006877,0.999078966
1934,2,25,17,350201,2005,607981,2.50174E+14,250173502012005!!,666.4252785,333.2126392,0.999686943
1935,2,25,17,350201,2006,607981,2.50174E+14,250173502012006!!,433.3505368,216.6752684,0.998984312
1936,2,25,17,350201,3001,607981,2.50174E+14,250173502013001!!,2.482768588,1.241384294,0.007038799
1937,2,25,17,350201,3002,607981,2.50174E+14,250173502013002!!,40.71420083,20.35710041,0.09105383
1938,2,25,17,350201,3003,607981,2.50174E+14,250173502013003!!,53.67324215,26.83662108,0.155477223
1939,2,25,17,350201,3004,607981,2.50174E+14,250173502013004!!,358.5631088,179.2815544,0.525329571
1940,2,25,17,350201,3005,607981,2.50174E+14,250173502013005!!,380.8955453,190.4477726,0.993400629
1941,2,25,17,350201,3006,607981,2.50174E+14,250173502013006!!,544.5965466,272.2982733,1
1942,2,25,17,350201,3007,607981,2.50174E+14,250173502013007!!,84.76207496,42.38103748,0.999938202
1943,2,25,17,350202,2007,607981,2.50174E+14,250173502022007!!,122.8505984,61.42529922,0.171209942
1944,2,25,17,350202,2009,607981,2.50174E+14,250173502022009!!,37.22406033,18.61203016,0.169497692
1945,2,25,17,350202,2013,607981,2.50174E+14,250173502022013!!,358.0028252,179.0014126,1
1946,2,25,17,350202,2014,607981,2.50174E+14,250173502022014!!,444.9070173,222.4535087,0.929417256
1947,2,25,17,351101,3002,607981,2.50174E+14,250173511013002!!,179.6368414,89.8184207,0.192894374
1948,2,25,17,351101,3003,607981,2.50174E+14,250173511013003!!,45.0588722,22.5294361,0.043609284
1949,2,25,17,351101,3005,607981,2.50174E+14,250173511013005!!,399.2726736,199.6363368,0.611552603
1950,2,25,17,351101,3008,607981,2.50174E+14,250173511013008!!,52.47835137,26.23917568,0.150500072
1951,2,25,17,351101,3009,607981,2.50174E+14,250173511013009!!,199.4847265,99.74236325,0.267549155
1952,2,25,17,351203,2000,607981,2.50174E+14,250173512032000!!,728.8727314,364.4363657,0.989379563
1953,2,25,17,351203,2001,607981,2.50174E+14,250173512032001!!,375.0593031,187.5296516,0.197215887
