OID_,FREQUENCY,tip_id,geoid,county,state,tract,blkgrp,Shape_Length,Length_Freq,area_fraction,OBJECTID,geoid_1,shape_Length_1
219,2,607981,250173512042,17,25,351204,2,1402.833613837389748,701.416806918694988,0.172030484929996,2405,250173512042,4077.282042215498677
220,2,607981,250173513001,17,25,351300,1,6572.389313256004243,3286.194656627999848,0.856678154461454,2407,250173513001,3835.973451072591615
221,2,607981,250173513002,17,25,351300,2,7128.424236524007938,3564.212118262004878,0.997391727132778,2408,250173513002,3573.532867079334210
222,2,607981,250173513003,17,25,351300,3,4557.514143009906547,2278.757071504955093,0.908882013462053,2409,250173513003,2507.208898132854301
223,2,607981,250173514032,17,25,351403,2,2386.619003030470139,1193.309501515235070,0.589515815900335,2411,250173514032,2024.219655061777303
224,2,607981,250173514033,17,25,351403,3,269.742390822915411,134.871195411457506,0.115461316418020,2412,250173514033,1168.107203309248462
225,2,607981,250173514034,17,25,351403,4,3798.430069264542453,1899.215034632270090,0.947444692308820,2413,250173514034,2004.565596334804923
226,2,607981,250173514041,17,25,351404,1,3501.350424533263777,1750.675212266630069,0.741601348143881,2415,250173514041,2360.668864273656254
227,2,607981,250173514042,17,25,351404,2,5493.830397195235491,2746.915198597620019,1.000000000000000,2416,250173514042,2746.900220239193914
228,2,607981,250173514043,17,25,351404,3,4493.597992766248353,2246.798996383125086,1.000000000000000,2417,250173514043,2245.507440265937475
229,2,607981,250173514044,17,25,351404,4,4968.915384219008956,2484.457692109504933,0.780717969508501,2418,250173514044,3182.272970703596457
230,2,607981,250173515001,17,25,351500,1,14991.845259565139713,7495.922629782549848,0.547241928114852,2419,250173515001,13697.639461955353909
231,2,607981,250173515002,17,25,351500,2,11105.336858188078622,5552.668429094050225,0.756473129702692,2420,250173515002,7340.205766827901243
232,2,607981,250173521011,17,25,352101,1,2596.625861593817717,1298.312930796909995,0.473749543603427,2421,250173521011,2740.504868715442626
233,2,607981,250173521021,17,25,352102,1,179.281367354260453,89.640683677129999,0.011240905726840,2423,250173521021,7974.507202128559584
234,2,607981,250173521022,17,25,352102,2,3082.847415028234536,1541.423707514114994,0.572643089591425,2424,250173521022,2691.770381118023579
235,2,607981,250173522001,17,25,352200,1,5682.617223421349081,2841.308611710674995,0.936477404717356,2425,250173522001,3034.038618975780082
236,2,607981,250173523001,17,25,352300,1,609.576853186836161,304.788426593418023,0.048304572248129,2426,250173523001,6309.722090650006066
237,2,607981,250173526001,17,25,352600,1,1152.462015301403426,576.231007650700008,0.252384183444322,2432,250173526001,2283.150234641467705
238,2,607981,250173526002,17,25,352600,2,274.105102561766330,137.052551280882994,0.060834233966166,2433,250173526002,2252.885297398629064
239,2,607981,250173527001,17,25,352700,1,2520.422565722423315,1260.211282861210066,0.981340751272391,2434,250173527001,1284.172986016574214
240,2,607981,250173527002,17,25,352700,2,606.246168314794659,303.123084157397500,0.194512842996240,2435,250173527002,1558.370539899289724
241,2,607981,250250406001,25,25,40600,1,264.173180100051184,132.086590050025507,0.004511030284557,3913,250250406001,29280.803213009192405
242,2,608007,250214231002,21,25,423100,2,15050.894887999103958,7525.447443999550160,0.292002130476759,3347,250214231002,25771.892251993373065
243,2,608007,250214231005,21,25,423100,5,5059.869233646369139,2529.934616823185024,0.091349330495897,3350,250214231005,27695.163205786480830
244,2,608007,250235051012,23,25,505101,2,846.965015091512782,423.482507545756505,0.030080233002841,3464,250235051012,14078.431756355066682
245,2,608007,250235051021,23,25,505102,1,7369.192541481002991,3684.596270740500131,0.246680820546548,3468,250235051021,14936.695372493424657
246,2,608007,250235051023,23,25,505102,3,2551.524849139037542,1275.762424569519908,0.064171663086129,3470,250235051023,19880.463793765717128
247,2,608045,250277441011,27,25,744101,1,1682.299516580556201,841.149758290280033,0.030849266735768,4852,250277441011,27266.442521792832849
248,2,608045,250277442001,27,25,744200,1,8723.289578454237926,4361.644789227119873,0.484867861681158,4859,250277442001,8995.532873851867407
249,2,608045,250277442003,27,25,744200,3,32496.666857607960992,16248.333428804000505,0.286279834829402,4861,250277442003,56756.821305582314380
250,2,608051,250173311011,17,25,331101,1,366.168106148499760,183.084053074249994,0.017030759827258,2070,250173311011,10750.198753975484578
251,2,608051,250173311022,17,25,331102,2,7348.386695181843606,3674.193347590919984,0.105340474230229,2073,250173311022,34879.217835688701598
252,2,608051,250173311023,17,25,331102,3,14071.643709877112997,7035.821854938550132,0.242327309589336,2074,250173311023,29034.374486565015104
253,2,608051,250173312001,17,25,331200,1,1803.100323832064760,901.550161916029992,0.042386561369589,2076,250173312001,21269.716928791822284
254,2,608051,250173313002,17,25,331300,2,2860.973394312372875,1430.486697156185073,0.057780803541356,2079,250173313002,24757.127099008503137
255,2,608051,250173313003,17,25,331300,3,13412.872262260099887,6706.436131130049944,0.264661339840051,2080,250173313003,25339.689337260566390
256,2,608051,250173336004,17,25,333600,4,2818.297719755154048,1409.148859877574978,0.224861407035645,2121,250173336004,6266.743939986959049
257,2,608051,250173336005,17,25,333600,5,5695.959778420183284,2847.979889210089823,0.269936187417061,2122,250173336005,10550.567215391040008
258,2,608067,250173322004,17,25,332200,4,2196.113460109499101,1098.056730054750005,0.054975912427269,2088,250173322004,19973.415293606001796
259,2,608067,250173324002,17,25,332400,2,3450.392991935129885,1725.196495967564942,0.032202999956044,2095,250173324002,53572.539773387128662
260,2,608067,250173331001,17,25,333100,1,5277.132867226348026,2638.566433613174922,0.191251312009531,2096,250173331001,13796.331151347520063
261,2,608067,250173331005,17,25,333100,5,2593.577848441791502,1296.788924220895069,0.080500129656953,2100,250173331005,16109.153236735082828
262,2,608067,250173332004,17,25,333200,4,4513.905397730624827,2256.952698865310140,0.159049362131426,2104,250173332004,14190.265642186855985
263,2,608078,250251601011,25,25,160101,1,2751.096618310055419,1375.548309155029983,0.969926222825240,4318,250251601011,1418.198907075923216
264,2,608078,250251601012,25,25,160101,2,3460.292860382009167,1730.146430191005038,0.768238845760561,4319,250251601012,2252.094436175187184
265,2,608078,250251601013,25,25,160101,3,1639.864226769699599,819.932113384850027,0.173333058633492,4320,250251601013,4730.385073966617711
266,2,608078,250251601014,25,25,160101,4,3853.575183517316418,1926.787591758660028,0.770478827733022,4321,250251601014,2500.766435630476735
267,2,608078,250251601015,25,25,160101,5,1333.881028097035596,666.940514048519958,0.377328449103025,4322,250251601015,1767.533075319269301
268,2,608078,250251602001,25,25,160200,1,2588.641601858635113,1294.320800929320058,0.998586606104226,4323,250251602001,1296.152775349993362
269,2,608078,250251602002,25,25,160200,2,3270.957386696073627,1635.478693348034994,0.999115481753829,4324,250251602002,1636.926584779907216
270,2,608078,250251602003,25,25,160200,3,5476.131293061736869,2738.065646530869799,0.891904918280735,4325,250251602003,3069.907554505763073
271,2,608078,250251603002,25,25,160300,2,883.737279800920533,441.868639900460494,0.161896986811039,4327,250251603002,2729.319727341152884
272,2,608078,250251604001,25,25,160400,1,8150.195338132525649,4075.097669066265098,0.213749529378958,4328,250251604001,19064.826392396396841
273,2,608078,250251604002,25,25,160400,2,6811.997404675890721,3405.998702337944906,0.835896308383564,4329,250251604002,4074.666520449623022
274,2,608078,250251605011,25,25,160501,1,3521.628940060332752,1760.814470030165012,0.604932286866903,4330,250251605011,2910.762920507804665
275,2,608078,250251605012,25,25,160501,2,4827.515680856311519,2413.757840428154850,0.998927248882626,4331,250251605012,2416.349982571917280
276,2,608078,250251605013,25,25,160501,3,2459.214838334632987,1229.607419167314902,0.933077675512124,4332,250251605013,1317.797490431261849
277,2,608078,250251605014,25,25,160501,4,1269.199521159278675,634.599760579640019,1.000000000000000,4333,250251605014,634.303639772678252
278,2,608078,250251605015,25,25,160501,5,1842.803657856591144,921.401828928295004,0.999509587051168,4334,250251605015,921.853918026627298
279,2,608078,250251605021,25,25,160502,1,9056.821854159214126,4528.410927079605244,0.875343749938666,4335,250251605021,5173.294408507405024
280,2,608078,250251605022,25,25,160502,2,9903.589297420719959,4951.794648710359979,0.796758495312527,4336,250251605022,6214.925448354374566
281,2,608078,250251605023,25,25,160502,3,3810.749270402368893,1905.374635201184901,0.999779342804962,4337,250251605023,1905.795162616082052
282,2,608078,250251606011,25,25,160601,1,8590.573878187215087,4295.286939093610272,0.850259861788350,4338,250251606011,5051.734336911238643
283,2,608078,250251606012,25,25,160601,2,5264.065269206779703,2632.032634603389852,0.621279471102393,4339,250251606012,4236.471277464124796
284,2,608078,250251606021,25,25,160602,1,62.790964066142493,31.395482033071250,0.004893230691274,4340,250251606021,6416.105026288915724
285,2,608078,250251606024,25,25,160602,4,51.655457934716026,25.827728967357999,0.007283488084394,4343,250251606024,3546.065932708343553
286,2,608078,250251701001,25,25,170100,1,923.648712951237826,461.824356475619027,0.106525603622941,4345,250251701001,4335.336677464845707
287,2,608078,250251701002,25,25,170100,2,1312.595595064834924,656.297797532414961,0.211393346103418,4346,250251701002,3104.628455104454588
288,2,608078,250251701003,25,25,170100,3,5463.172206092138367,2731.586103046070093,0.367189920163037,4347,250251701003,7439.164184662835396
289,2,608078,250251701007,25,25,170100,7,267.967548259318903,133.983774129659508,0.043949210648444,4351,250251701007,3048.604790684792533
290,2,608078,250251706012,25,25,170601,2,6619.596190017633489,3309.798095008814926,0.437567502423845,4372,250251706012,7564.085716317218612
291,2,608078,250251706013,25,25,170601,3,2134.101168621611578,1067.050584310805107,0.271569525183886,4373,250251706013,3929.198549020860355
292,2,608164,250173612003,17,25,361200,3,4.163350219505614,2.081675109752805,0.000072691330462,2623,250173612003,28637.185432131533162
293,2,608164,250173651001,17,25,365100,1,3550.317144788692531,1775.158572394344901,0.073113899414868,2653,250173651001,24279.358461263414938
294,2,608164,250173651002,17,25,365100,2,9729.072913334133773,4864.536456667065067,0.157946482535869,2654,250173651002,30798.637478757053032
295,2,608164,250173651004,17,25,365100,4,26707.305712367575325,13353.652856183800395,0.324327495022441,2656,250173651004,41173.360449319385225
296,2,608164,250173652011,17,25,365201,1,19333.557216992870963,9666.778608496450033,0.284797387484072,2657,250173652011,33942.651981093433278
297,2,608164,250173652012,17,25,365201,2,10644.342437862687802,5322.171218931350268,0.267286036369661,2658,250173652012,19911.893981512374012
298,2,608164,250173652014,17,25,365201,4,223.221650194238975,111.610825097119502,0.006266205866569,2660,250173652014,17811.547764903498319
299,2,608164,250173652021,17,25,365202,1,12121.525128079229034,6060.762564039599965,0.158116961763451,2661,250173652021,38330.881750097898475
300,2,608229,250173631032,17,25,363103,2,2033.863008940318878,1016.931504470160007,0.064840746072510,2635,250173631032,15683.525654269020379
301,2,608229,250173631041,17,25,363104,1,8451.041396781998628,4225.520698391000224,0.129557298640345,2636,250173631041,32615.072579748495627
302,2,608229,250173631044,17,25,363104,4,3309.931582318229630,1654.965791159115042,0.150026375256845,2639,250173631044,11031.165608885939946
303,2,608229,250173632021,17,25,363202,1,4252.887275640508960,2126.443637820254935,0.166207190544485,2643,250173632021,12793.932866888273566
304,2,608229,250173632022,17,25,363202,2,4653.400047641102901,2326.700023820550086,0.203179501118095,2644,250173632022,11451.450618870248945
305,2,608348,250092111001,9,25,211100,1,4015.139142230150810,2007.569571115074950,0.188126938797456,953,250092111001,10671.356180820510417
306,2,608348,250092111002,9,25,211100,2,6845.871383294108455,3422.935691647055137,0.331968302029995,954,250092111002,10311.031718136142445
307,2,608348,250092172011,9,25,217201,1,13568.783111005639512,6784.391555502799747,0.976728458133626,995,250092172011,6946.036535545102197
308,2,608348,250092172013,9,25,217201,3,4282.846643922463954,2141.423321961230158,0.204339504313729,997,250092172013,10479.732390235445564
309,2,608348,250092172021,9,25,217202,1,8181.105469785100468,4090.552734892549779,0.690552833059112,998,250092172021,5923.591272186399692
310,2,608348,250092172022,9,25,217202,2,8420.545269083388121,4210.272634541694970,0.959902618353737,999,250092172022,4386.145588145641341
311,2,608348,250092172023,9,25,217202,3,6141.409915425385407,3070.704957712694977,0.798643709326157,1000,250092172023,3844.899699145630166
312,2,608348,250092172024,9,25,217202,4,11704.936223489114127,5852.468111744549788,0.891550988262956,1001,250092172024,6564.367253012795118
313,2,608348,250092173001,9,25,217300,1,0.036413731500169,0.018206865750084,0.000003936608383,1002,250092173001,4625.013203461343437
314,2,608348,250092173003,9,25,217300,3,8065.149136045159139,4032.574568022580024,0.556292214667290,1004,250092173003,7249.022117691156382
315,2,608348,250092174001,9,25,217400,1,4590.104862266336568,2295.052431133170103,0.883173440790038,1007,250092174001,2598.642945014451925
316,2,608348,250092174002,9,25,217400,2,5319.158738258467565,2659.579369129235147,0.653297682484257,1008,250092174002,4071.006893849394601
317,2,608348,250092174004,9,25,217400,4,8099.164932422557285,4049.582466211280007,0.474277951898018,1010,250092174004,8538.416027996272533
318,2,608348,250092175006,9,25,217500,6,190.425493665211263,95.212746832605504,0.014161842215644,1016,250092175006,6723.189355084547969
319,2,608436,250173851001,17,25,385100,1,7262.434424370622764,3631.217212185310018,0.228151672981195,2897,250173851001,15915.803573724351736
320,2,608436,250173851002,17,25,385100,2,4184.057848073372952,2092.028924036685112,0.037245897154103,2898,250173851002,56168.036854664591374
321,2,608436,250173851003,17,25,385100,3,8091.457817375892773,4045.728908687945022,0.304272693405894,2899,250173851003,13296.391678799202055
322,2,608436,250173852011,17,25,385201,1,4919.227504482343647,2459.613752241170005,0.108122348999018,2900,250173852011,22748.430597484511964
323,2,608436,250173852022,17,25,385202,2,273.880071709620154,136.940035854809992,0.005719062026733,2903,250173852022,23944.492158803270286
324,2,608436,250173852023,17,25,385202,3,7416.627791428873024,3708.313895714435148,0.297227565056095,2904,250173852023,12476.345843006056384
325,2,608443,250173241022,17,25,324102,2,9568.705547160798233,4784.352773580400026,0.063404914643805,2037,250173241022,75457.128212503099348
326,2,608443,250173251001,17,25,325100,1,6314.304012863714888,3157.152006431855170,0.104732585121462,2039,250173251001,30144.887598930221429
327,2,608707,250214176021,21,25,417602,1,1563.131352676710776,781.565676338355047,0.045401653143083,3204,250214176021,17214.476175024858094
328,2,608707,250214177013,21,25,417701,3,361.209666496310149,180.604833248154989,0.020863449032920,3209,250214177013,8656.518534552291385
329,2,608707,250214177021,21,25,417702,1,8546.007367898950179,4273.003683949475089,0.867032099433291,3211,250214177021,4928.310828102444248
330,2,608707,250214177022,21,25,417702,2,7653.829921476262825,3826.914960738130048,0.654001994695617,3212,250214177022,5851.534080594407897
331,2,608707,250214177023,21,25,417702,3,22391.451825950658531,11195.725912975349274,0.796960060953936,3213,250214177023,14048.038868565563462
332,2,608707,250214178013,21,25,417801,3,314.187878472097168,157.093939236048499,0.015048669061370,3216,250214178013,10439.058669933052443
333,2,608707,250214178015,21,25,417801,5,16466.178754253352963,8233.089377126700128,0.781997095625045,3218,250214178015,10528.286387746831679
334,2,608707,250214178021,21,25,417802,1,2686.860179978563792,1343.430089989280077,0.139877015120487,3219,250214178021,9604.366298723802174
335,2,608707,250214178022,21,25,417802,2,2253.271129815268523,1126.635564907634944,0.240585849972212,3220,250214178022,4682.883739994501411
336,2,608887,250214431014,21,25,443101,4,25090.936057665348926,12545.468028832650816,0.304611416793145,3382,250214431014,41185.153730964942952
337,2,608887,250214431021,21,25,443102,1,16142.373844076751993,8071.186922038399643,0.250578924289977,3383,250214431021,32210.158715096760716
338,2,608887,250214431022,21,25,443102,2,132.453657445395919,66.226828722698002,0.001404905865157,3384,250214431022,47139.691252780372452
339,2,608889,250173835021,17,25,383502,1,827.422419412267686,413.711209706134014,0.037388472401442,2869,250173835021,11065.207619720178627
340,2,608889,250173835022,17,25,383502,2,690.181972917679445,345.090986458839495,0.026823359666948,2870,250173835022,12865.315558664278797
341,2,608889,250173836003,17,25,383600,3,2028.831634301955546,1014.415817150980047,0.063453774712121,2873,250173836003,15986.689866019934925
342,2,608889,250173836004,17,25,383600,4,12075.690008943292924,6037.845004471650100,0.284636675976786,2874,250173836004,21212.463164669869002
343,2,608889,250173839015,17,25,383901,5,1990.170582242456021,995.085291121229943,0.060826025184637,2888,250173839015,16359.531764580267918
344,2,608933,250092046002,9,25,204600,2,70.297686930385382,35.148843465192698,0.002807084500562,809,250092046002,12521.476805616550337
345,2,608933,250092104001,9,25,210400,1,7540.635004496665715,3770.317502248335131,0.339326349821396,931,250092104001,11111.183980356485336
346,2,608933,250092104002,9,25,210400,2,8431.838693743004114,4215.919346871500238,0.461870434683161,932,250092104002,9127.926427599948511
347,2,608933,250092104003,9,25,210400,3,5970.230945635364151,2985.115472817679802,0.184932390197785,933,250092104003,16141.658417030748751
348,2,608933,250092106001,9,25,210600,1,812.686005044279909,406.343002522140011,0.061827643606255,939,250092106001,6572.189700612043453
349,2,608933,250092107001,9,25,210700,1,1721.307843886078899,860.653921943040018,0.236046765099975,943,250092107001,3646.116148122263439
350,2,608933,250092107002,9,25,210700,2,7166.910449160979624,3583.455224580489812,1.000000000000000,944,250092107002,3582.647606740079027
351,2,608933,250092107003,9,25,210700,3,2165.316975398511204,1082.658487699254920,0.264922373929207,945,250092107003,4086.700838595685582
352,2,608933,250092108001,9,25,210800,1,7036.934288610074873,3518.467144305035163,0.726147221307499,947,250092108001,4845.390908429970295
353,2,608933,250092108002,9,25,210800,2,9250.050576307214214,4625.025288153605288,0.948367928887378,948,250092108002,4876.825910361262686
354,2,608933,250092108003,9,25,210800,3,12339.844973340599608,6169.922486670299804,1.000000000000000,949,250092108003,6169.536544771196532
355,2,608933,250092109001,9,25,210900,1,1503.224853352227228,751.612426676114978,0.117082937748531,950,250092109001,6419.487255183309571
356,2,608933,250092109002,9,25,210900,2,4526.635487894416656,2263.317743947210147,0.509246568206138,951,250092109002,4444.443782743450356
357,2,608933,250092109003,9,25,210900,3,10683.194048533581736,5341.597024266799963,0.627278721967875,952,250092109003,8515.508078305827439
358,2,608940,250173672001,17,25,367200,1,7297.842284123813442,3648.921142061904902,0.168767844896871,2678,250173672001,21620.950035189845948
359,2,608940,250173672003,17,25,367200,3,3433.697046973590204,1716.848523486795102,0.040174237869676,2680,250173672003,42735.061435544586857
360,2,608940,250173672007,17,25,367200,7,8563.573713449837669,4281.786856724919744,0.208655653567210,2684,250173672007,20520.828376911020314
361,2,608954,250173662021,17,25,366202,1,1332.621168242885688,666.310584121445004,0.014089696773593,2671,250173662021,47290.626251820132893
362,2,608954,250173662022,17,25,366202,2,621.329567439955099,310.664783719977493,0.011608132818228,2672,250173662022,26762.683420726974873
363,2,608954,250173672001,17,25,367200,1,3143.376079115968423,1571.688039557984894,0.072692829732270,2678,250173672001,21620.950035189845948
364,2,608954,250173672002,17,25,367200,2,18107.484524620849697,9053.742262310399383,0.193974439889575,2679,250173672002,46674.924116107562440
365,2,608954,250173672003,17,25,367200,3,19276.612594366339181,9638.306297183149582,0.225536268661277,2680,250173672003,42735.061435544586857
366,2,608954,250173672004,17,25,367200,4,7529.276580803578327,3764.638290401790073,0.162277376594824,2681,250173672004,23198.786974486192776
367,2,608954,250173672005,17,25,367200,5,1587.395424034529924,793.697712017264962,0.053655970808940,2682,250173672005,14792.346500326930254
368,2,608954,250173672006,17,25,367200,6,18024.621317540513701,9012.310658770249574,0.395799511998848,2683,250173672006,22769.888252910423034
369,2,608954,250173747002,17,25,374700,2,2051.852834794945920,1025.926417397475007,0.066014534779166,2822,250173747002,15540.917175731823590
370,2,608954,250173821001,17,25,382100,1,5159.104234920478120,2579.552117460239970,0.121859448226005,2826,250173821001,21168.256996175721724
371,2,608955,250214164001,21,25,416400,1,2967.589887795077630,1483.794943897539952,0.166474353786106,3168,250214164001,8913.054234191436990
372,2,608955,250214164002,21,25,416400,2,4048.439535407262156,2024.219767703629941,0.388152561760192,3169,250214164002,5215.010712602815147
373,2,608955,250214164003,21,25,416400,3,737.949710402286200,368.974855201142987,0.084790055159918,3170,250214164003,4351.628908664343726
374,2,608955,250214164004,21,25,416400,4,7292.006217497339094,3646.003108748670002,0.343331772078264,3171,250214164004,10619.474820750177969
375,2,608955,250214164005,21,25,416400,5,3876.075973223162691,1938.037986611579981,0.227146708021140,3172,250214164005,8532.098058983148803
376,2,608955,250214164006,21,25,416400,6,11795.706014622854127,5897.853007311449801,0.750444176292762,3173,250214164006,7859.149545869202484
377,2,608955,250214164007,21,25,416400,7,13453.753594537247409,6726.876797268600058,0.379996517163733,3174,250214164007,17702.469610715193994
378,2,609054,250173241011,17,25,324101,1,15051.628893675209838,7525.814446837600372,0.142581381246971,2033,250173241011,52782.589010004252486
379,2,609054,250173241022,17,25,324102,2,3351.057035425744743,1675.528517712870098,0.022205039568882,2037,250173241022,75457.128212503099348
380,2,609054,250173241023,17,25,324102,3,113.077328891885173,56.538664445942501,0.004567168289298,2038,250173241023,12379.369636637014992
381,2,609054,250173881001,17,25,388100,1,614.956402034002394,307.478201017001027,0.006878391434939,2920,250173881001,44702.050461270708183
382,2,609054,250173881003,17,25,388100,3,110.308576661850594,55.154288330925503,0.002868984716734,2922,250173881003,19224.322809818677342
383,2,609204,250173543003,17,25,354300,3,827.664112206407026,413.832056103203513,0.034657406056902,2489,250173543003,11940.652898943255423
384,2,609204,250173546004,17,25,354600,4,3192.999546555210145,1596.499773277605073,0.169902881177212,2498,250173546004,9396.543261749820886
385,2,609204,250173549003,17,25,354900,3,1171.435895304206724,585.717947652104954,0.048523075699599,2505,250173549003,12070.915522301642341
386,2,609204,250173571001,17,25,357100,1,985.176984344661605,492.588492172330973,0.048171281699369,2553,250173571001,10225.770932285191520
387,2,609204,250173571002,17,25,357100,2,5092.043271070115225,2546.021635535059886,0.326513907852524,2554,250173571002,7797.590161718370837
388,2,609204,250173571003,17,25,357100,3,14285.406988507142160,7142.703494253550161,0.999923840328226,2555,250173571003,7143.247521640197192
389,2,609204,250173571004,17,25,357100,4,8604.186418023060469,4302.093209011530234,0.675841020943767,2556,250173571004,6365.540231641971332
390,2,609204,250173572001,17,25,357200,1,9074.984063837364374,4537.492031918680368,0.743552167769163,2557,250173572001,6102.452831967743805
391,2,609204,250173572002,17,25,357200,2,3457.273261337747954,1728.636630668874886,0.364363328360524,2558,250173572002,4744.266220332820922
392,2,609204,250173572004,17,25,357200,4,9360.882847893650251,4680.441423946825125,0.714600438032460,2560,250173572004,6549.732094810480703
393,2,609204,250173577001,17,25,357700,1,3499.266707701539417,1749.633353850769936,0.107856887306155,2572,250173577001,16221.804629725455015
394,2,609204,250173577003,17,25,357700,3,1590.176390995746488,795.088195497874949,0.140641246674376,2574,250173577003,5653.307363939454262
395,2,609204,250173577004,17,25,357700,4,7.739304369485358,3.869652184742680,0.001325288990776,2575,250173577004,2919.855376204126514
396,2,609204,250173578002,17,25,357800,2,4845.548523726773055,2422.774261863385163,0.474193341024492,2577,250173578002,5109.254078998659679
397,2,609204,250173578003,17,25,357800,3,7944.531417274426531,3972.265708637215084,0.279755766674436,2578,250173578003,14199.048533858875089
398,2,609204,250173578004,17,25,357800,4,9688.769433103949268,4844.384716551974634,0.936988476189053,2579,250173578004,5170.164670813449447
399,2,609211,250092103001,9,25,210300,1,11891.156987176953407,5945.578493588500351,0.310377087895961,928,250092103001,19155.983883647575567
400,2,609211,250092103002,9,25,210300,2,1495.121048771211008,747.560524385605049,0.024387128873649,929,250092103002,30653.896498384383449
401,2,609211,250092103003,9,25,210300,3,5145.274857250414243,2572.637428625204848,0.055067776004587,930,250092103003,46717.656228043400915
402,2,609211,250092104001,9,25,210400,1,9336.688575936987036,4668.344287968495337,0.420148230487559,931,250092104001,11111.183980356485336
403,2,609211,250092104002,9,25,210400,2,965.525250031656810,482.762625015828519,0.052888531567926,932,250092104002,9127.926427599948511
404,2,609211,250092104003,9,25,210400,3,17694.894072958715697,8847.447036479350572,0.548112641706295,933,250092104003,16141.658417030748751
405,2,609211,250092104004,9,25,210400,4,1613.772473254733086,806.886236627364951,0.019924022150028,934,250092104004,40498.159987551138329
406,2,609211,250092107002,9,25,210700,2,1223.626424545495411,611.813212272749979,0.170771250602973,944,250092107002,3582.647606740079027
407,2,609211,250092108002,9,25,210800,2,1464.212558080834924,732.106279040414961,0.150119420396982,948,250092108002,4876.825910361262686
408,2,609211,250092108003,9,25,210800,3,10066.514472582450253,5033.257236291249683,0.815824203287527,949,250092108003,6169.536544771196532
409,2,609211,250092109002,9,25,210900,2,24.617724060854428,12.308862030427200,0.002769494369176,951,250092109002,4444.443782743450356
410,2,609211,250092109003,9,25,210900,3,1353.495647198388269,676.747823599195044,0.079472395231857,952,250092109003,8515.508078305827439
411,2,609246,250092051001,9,25,205100,1,7187.419488569672467,3593.709744284834869,0.630209878656794,820,250092051001,5702.401479241060770
412,2,609246,250092051002,9,25,205100,2,6981.924691864734996,3490.962345932365224,0.962785809936791,821,250092051002,3625.897172457873694
413,2,609246,250092051003,9,25,205100,3,7922.486440814227535,3961.243220407115132,1.000000000000000,822,250092051003,3950.562539720036057
414,2,609246,250092051004,9,25,205100,4,7074.834313629264216,3537.417156814629834,0.404024413146405,823,250092051004,8755.453981769134771
415,2,609246,250092051005,9,25,205100,5,5021.572238548103996,2510.786119274050179,0.875621865801462,824,250092051005,2867.431955888764151
416,2,609246,250092052001,9,25,205200,1,233.847266596945303,116.923633298472495,0.034333224121141,825,250092052001,3405.553550284672838
417,2,609246,250092052002,9,25,205200,2,5590.954057269306759,2795.477028634655198,0.876509071502643,826,250092052002,3189.330401158581026
418,2,609246,250092052003,9,25,205200,3,7551.985595308984557,3775.992797654490005,0.999892244281474,827,250092052003,3776.399726320436002
419,2,609246,250092052004,9,25,205200,4,8186.125456044067505,4093.062728022035117,1.000000000000000,828,250092052004,4092.458058815192544
420,2,609246,250092052005,9,25,205200,5,4148.383285739082567,2074.191642869539919,0.419777575591348,829,250092052005,4941.168284055169352
421,2,609246,250092053001,9,25,205300,1,234.825490311689236,117.412745155844505,0.009289454176391,830,250092053001,12639.358882273756535
422,2,609246,250092055001,9,25,205500,1,8334.654316897111130,4167.327158448554655,0.183959581284236,837,250092055001,22653.493388907067128
423,2,609246,250092055002,9,25,205500,2,10202.723203235873370,5101.361601617950328,0.999081767780185,838,250092055002,5106.050141373748374
424,2,609246,250092058001,9,25,205800,1,6298.249999511571332,3149.124999755785211,0.830447787885816,848,250092058001,3792.080665026446241
425,2,609246,250092058002,9,25,205800,2,3779.593356717269671,1889.796678358635063,0.771972909694059,849,250092058002,2448.009061752682555
426,2,609246,250092058003,9,25,205800,3,1330.726424206343836,665.363212103169985,0.118605457738232,850,250092058003,5609.886971404467658
427,2,609246,250092059001,9,25,205900,1,5777.875476123707813,2888.937738061854816,0.676260316476674,851,250092059001,4271.931485072575924
428,2,609246,250092059002,9,25,205900,2,3472.603823002329591,1736.301911501165023,0.676477504591922,852,250092059002,2566.680931317260274
429,2,609246,250092059003,9,25,205900,3,1370.057479542396777,685.028739771199980,0.187759194989936,853,250092059003,3648.443101856699286
430,2,609246,250092060001,9,25,206000,1,4783.870368792409863,2391.935184396204932,0.999991040556866,854,250092060001,2391.956614995472137
431,2,609246,250092060002,9,25,206000,2,6763.802057459111893,3381.901028729555037,0.999705993359392,855,250092060002,3382.895622507057396
432,2,609246,250092061001,9,25,206100,1,5940.384300333746069,2970.192150166874853,0.799556155084345,856,250092061001,3714.801182230341055
433,2,609246,250092061002,9,25,206100,2,4214.624259040181641,2107.312129520089911,1.000000000000000,857,250092061002,2105.903930964414030
434,2,609246,250092062001,9,25,206200,1,3419.685439663021498,1709.842719831510067,0.868917143240314,858,250092062001,1967.785689502303285
435,2,609246,250092062002,9,25,206200,2,5599.519846273573421,2799.759923136784892,0.993434469177726,859,250092062002,2818.263317815182290
436,2,609246,250092062003,9,25,206200,3,5051.784218988463181,2525.892109494230226,0.694402955264612,860,250092062003,3637.501958112641660
437,2,609246,250092063001,9,25,206300,1,4279.227684295206927,2139.613842147604828,0.830358676242125,861,250092063001,2576.734492413140742
438,2,609246,250092063002,9,25,206300,2,235.249140709962916,117.624570354981500,0.044190764637275,862,250092063002,2661.745532589538470
